longitude,latitude,depth
9.954739,56.128504,0.863
9.954739,56.128504,0.901
9.95474,56.128504,0.885
9.95474,56.128504,0.925
9.95474,56.128505,0.91
9.954741,56.128505,0.924
9.954741,56.128506,0.919
9.954742,56.128506,0.909
9.954743,56.128506,0.951
9.954743,56.128506,0.903
9.954744,56.128507,0.9
9.954744,56.128507,0.894
9.954745,56.128507,0.884
9.954746,56.128508,0.847
9.954747,56.128508,0.833
9.954747,56.128508,0.813
9.954748,56.128509,0.789
9.954749,56.128509,0.793
9.95475,56.128509,0.783
9.95475,56.12851,0.741
9.954751,56.12851,0.742
9.954752,56.12851,0.721
9.954753,56.128511,0.691
9.954753,56.128511,0.706
9.954754,56.128511,0.679
9.954755,56.128512,0.619
9.954755,56.128512,0.568
9.954756,56.128512,0.543
9.954757,56.128513,0.505
9.954757,56.128513,0.522
9.954757,56.128513,0.423
9.954758,56.128513,0.409
9.954758,56.128514,0.384
9.954758,56.128514,0.342
9.954758,56.128514,0.377
9.954758,56.128514,0.295
9.954758,56.128514,0.288
9.954758,56.128514,0.288
9.954758,56.128514,0.306
9.954758,56.128514,0.288
9.954758,56.128514,0.288
9.954758,56.128514,0.288
9.954758,56.128514,0.288
9.954758,56.128514,0.288
9.954758,56.128514,0.288
9.954758,56.128514,0.288
9.954758,56.128514,0.288
9.954758,56.128513,0.296
9.954758,56.128513,0.312
9.954758,56.128513,0.328
9.954758,56.128513,0.354
9.954758,56.128513,0.368
9.954757,56.128513,0.407
9.954757,56.128513,0.428
9.954757,56.128514,0.451
9.954757,56.128514,0.471
9.954757,56.128514,0.513
9.954757,56.128514,0.57
9.954758,56.128514,0.619
9.954758,56.128514,0.681
9.954757,56.128514,0.756
9.954757,56.128514,0.807
9.954757,56.128514,0.851
9.954757,56.128514,0.885
9.954757,56.128514,0.934
9.954757,56.128514,0.938
9.954757,56.128514,0.939
9.954756,56.128514,0.943
9.954756,56.128514,0.916
9.954756,56.128514,0.903
9.954756,56.128513,0.902
9.954756,56.128513,0.901
9.954756,56.128513,0.91
9.954757,56.128513,0.913
9.954757,56.128513,0.914
9.954757,56.128513,0.917
9.954757,56.128513,0.921
9.954757,56.128513,0.909
9.954757,56.128513,0.893
9.954757,56.128513,0.88
9.954757,56.128512,0.872
9.954757,56.128512,0.866
9.954757,56.128512,0.849
9.954757,56.128512,0.843
9.954757,56.128512,0.816
9.954757,56.128512,0.819
9.954757,56.128512,0.8
9.954757,56.128512,0.798
9.954757,56.128512,0.786
9.954758,56.128512,0.782
9.954758,56.128512,0.807
9.954758,56.128512,0.792
9.954758,56.128512,0.794
9.954757,56.128512,0.82
9.954757,56.128512,0.86
9.954758,56.128512,0.935
9.954758,56.128512,1.025
